"PE1","PE2","EE1","EE2","SI1","SI2","FC1","FC2","HM1","HM2","PV1","PV2","HB1","HB2","VO1","VO2","TR1","TR2","EX1","EX2","ER1","ER2","AX1","AX2","BI1","BI2","BI3","BI4","Usage_MSCopilot","Usage_ChatGPT","Usage_Gemini","Usage_Other","Role","Education","Industry","Experience","Disability","Open_Feedback","AI_Adoption","Role_Category","Duration_minutes"
1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,3,2,5,5,2,1,1,1,1,1,1,1,1,"Employed - individual contributor","Bachelor’s degree","Other","11 or more years","No","None",0,"IC",3.05
5,4,3,4,3,4,4,4,4,4,4,5,4,4,5,5,4,4,4,3,4,4,4,4,3,4,5,4,3,2,3,4,"Employed - individual contributor","Bachelor’s degree","Finance or Banking","11 or more years","No","I started intimidated by AI but I gain comfort and knowledge as I grow with AI.",1,"IC",6.1
4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,1,"Other","High school or less","Healthcare","Less than 1 year","No","I like it pretty good No complains.",1,"Other",4.55
2,2,1,1,2,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,4,4,2,2,2,2,3,2,2,1,1,"Employed - manager","Master’s degree","Government or Public sector","11 or more years","No","",1,"Manager",3.53333333333333
4,4,4,4,4,3,3,4,3,4,4,4,2,2,4,5,4,4,4,5,5,5,3,5,3,2,4,4,2,4,2,1,"Employed - individual contributor","Some college or vocational training","Government or Public sector","11 or more years","No","",1,"IC",7.2
5,4,5,4,3,4,5,4,4,4,4,5,3,4,4,4,3,4,5,5,1,3,1,3,4,4,5,5,4,2,2,4,"Not currently employed","Master’s degree","Finance or Banking","11 or more years","No","No",1,"Unemployed",3.1
1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"Freelancer or self employed","Some college or vocational training","Other","11 or more years","No","No I don't .",0,"Freelancer",12.45
4,4,4,4,2,4,1,5,5,4,4,4,1,1,4,4,2,2,1,5,1,2,1,1,4,4,4,4,4,4,5,2,"Employed - executive or leader","High school or less","Education","11 or more years","No","I like the idea of using AI",1,"Executive",11.1166666666667
4,4,4,3,2,2,2,3,3,3,3,4,4,3,4,4,4,4,4,5,5,3,4,2,3,3,3,3,4,4,2,2,"Full time student","Some college or vocational training","Healthcare","Less than 1 year","Yes","Ai has been a good and bad thing when it comes to me using it for things like school and such, just because I mainly have made a habit of depending on it dumbing down my assignments for me which has become a routine so it makes my homework a little more less practical",1,"FT_Student",4.15
4,4,4,4,3,2,2,3,4,4,4,3,4,3,4,2,3,3,2,4,3,3,4,2,3,4,3,3,2,4,1,1,"Full time student","Master’s degree","Education","1 to 3 years","Yes","It helps me with my research for school & personal use",1,"FT_Student",4.05
3,3,4,4,3,2,4,4,4,3,4,2,2,2,3,3,4,5,3,5,2,3,4,4,3,3,3,4,1,3,2,2,"Part time student","Some college or vocational training","Finance or Banking","Less than 1 year","No","Not my thing",1,"PT_Student",3.21666666666667
5,4,4,4,4,3,3,3,5,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,1,"Not currently employed","Master’s degree","Other","Less than 1 year","No","None",1,"Unemployed",2.56666666666667
5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,5,4,5,4,3,"Employed - manager","High school or less","Manufacturing","11 or more years","No","no",1,"Manager",2.13333333333333
4,4,1,1,4,3,1,3,2,3,2,2,1,1,1,4,2,2,1,3,1,3,4,4,1,1,3,3,1,2,2,2,"Not currently employed","Bachelor’s degree","Other","11 or more years","No","None",1,"Unemployed",3.2
4,2,4,4,2,4,3,4,4,4,4,4,2,2,5,5,2,3,4,5,4,4,3,1,3,3,3,4,1,3,2,2,"Not currently employed","Bachelor’s degree","Education","7 to 10 years","No","",1,"Unemployed",2.5
4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,3,4,3,2,4,2,1,"Employed - individual contributor","Master’s degree","Education","11 or more years","No",NA,1,"IC",5.98333333333333
4,3,4,4,2,3,3,4,3,3,3,3,2,2,4,3,3,3,4,4,3,5,4,2,3,3,4,4,3,3,2,1,"Employed - individual contributor","Master’s degree","Education","11 or more years","No","As an educator, it has become somewhat of a requirement to learn these tools and how to use them since students frequently do. Both groups are engaged in a necessary, somewhat experimental learning curve regarding this technology.",1,"IC",6.48333333333333
4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,3,5,1,4,4,4,5,4,4,5,1,2,5,1,"Employed - executive or leader","Bachelor’s degree","Retail or Hospitality","11 or more years","No","N/A",1,"Executive",3.68333333333333
4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,5,4,2,3,4,3,3,3,1,1,1,"Employed - individual contributor","Some college or vocational training","Nonprofit","4 to 6 years","No","none",1,"IC",2.91666666666667
5,5,4,4,5,5,5,4,5,4,3,4,4,5,5,4,4,5,5,5,4,4,5,5,4,5,4,4,5,5,4,4,"Employed - manager","Master’s degree","Other","4 to 6 years","Yes","",1,"Manager",2.38333333333333
4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,2,3,4,4,4,3,4,4,4,3,4,3,4,3,"Full time student","Master’s degree","Manufacturing","4 to 6 years","No","",1,"FT_Student",1.2
5,5,1,1,3,3,5,5,4,4,4,4,4,4,4,1,4,4,4,4,5,4,5,5,3,4,2,3,5,1,5,1,"Part time student","Bachelor’s degree","Retail or Hospitality","11 or more years","Yes","I believe AI is a good tool to be used, however people shouldn't become dependent upon it as an only source of information.",1,"PT_Student",9.11666666666667
3,3,1,1,3,2,3,2,2,3,3,3,1,1,3,3,2,2,1,3,3,5,5,4,3,2,3,3,3,1,1,1,"Full time student","Some college or vocational training","Government or Public sector","7 to 10 years","No","",1,"FT_Student",2.71666666666667
4,4,5,5,5,5,4,5,5,5,5,5,4,4,4,4,5,3,4,4,3,3,3,4,4,4,4,4,5,5,4,3,"Full time student","Bachelor’s degree","Other","7 to 10 years","No","No, I gave my opinion transparently and honestly",1,"FT_Student",7.55
4,3,2,3,4,3,4,3,3,4,5,3,3,3,4,5,4,3,5,3,4,5,3,5,4,3,4,5,4,5,3,2,"Full time student","Bachelor’s degree","Technology or IT","4 to 6 years","No","No because everything was perfect",1,"FT_Student",4.46666666666667
5,4,5,5,5,4,4,5,5,4,5,5,5,5,4,4,5,5,4,5,5,5,4,4,5,4,5,4,5,4,5,4,"Full time student","Bachelor’s degree","Other","7 to 10 years","No","AI can give quick answers, summaries, or ideas without needing long searches.",1,"FT_Student",5.95
4,3,4,4,4,3,2,2,4,3,4,4,2,1,4,4,3,3,3,3,5,5,5,4,3,3,4,4,4,3,1,2,"Full time student","Some college or vocational training","Education","1 to 3 years","Yes","Ai can be difficult to use and I can understand all.the fear . But I really want to get ahead of the learning curve",1,"FT_Student",7.46666666666667
4,4,2,3,4,5,4,4,3,4,3,4,2,4,4,4,4,2,3,3,2,3,5,3,3,3,3,3,1,4,1,1,"Full time student","Some college or vocational training","Nonprofit","4 to 6 years","Yes","AI can be a dangerously complex tool for human growth",1,"FT_Student",6.28333333333333
3,4,3,2,3,2,4,4,4,4,3,2,2,2,4,5,4,4,4,5,4,5,5,5,2,3,2,4,3,1,1,3,"Full time student","Some college or vocational training","Healthcare","Less than 1 year","Yes","N/A",1,"FT_Student",4.98333333333333
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,1,1,1,1,1,1,1,1,"Part time student","High school or less","Retail or Hospitality","11 or more years","No","I think it’s not real and it’s a waste of time.",0,"PT_Student",3.68333333333333
5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,4,5,2,1,5,2,5,3,4,5,2,4,3,1,5,2,1,"Freelancer or self employed","Some college or vocational training","Other","Less than 1 year","No","None",1,"Freelancer",4.7
3,5,3,3,5,3,5,3,3,5,5,3,5,3,3,5,3,5,5,3,5,3,5,3,5,4,3,3,5,4,3,3,"Employed - manager","Some college or vocational training","Other","4 to 6 years","No","This is very good survey",1,"Manager",2.23333333333333
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,1,1,1,1,5,5,5,5,5,5,3,1,"Employed - executive or leader","High school or less","Technology or IT","11 or more years","No","",1,"Executive",1.36666666666667
5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,4,5,5,5,5,4,4,4,3,"Employed - manager","Some college or vocational training","Other","7 to 10 years","No","great survey thanks",1,"Manager",2.68333333333333
5,5,4,5,3,4,4,5,5,5,5,4,5,5,5,4,5,4,5,4,1,2,1,1,3,4,3,3,2,4,4,2,"Employed - individual contributor","High school or less","Technology or IT","1 to 3 years","No","",1,"IC",1.48333333333333
5,5,5,5,4,3,4,3,5,5,5,5,5,4,5,5,5,5,2,4,3,4,2,3,5,5,5,4,3,3,5,2,"Employed - executive or leader","High school or less","Technology or IT","7 to 10 years","No","Great little survey.",1,"Executive",3.05
